,id,Artist(s),Title,Acousticness,Danceability,Duration (ms),Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,BMP,Time_Signature,Valence
200,1EZaWpEjv6QWUFOehbOETm,Jamie Lancaster,Golden,0.54,0.902,207333,0.173,0.0049,7,0.113,-14.908,1,0.0668,119.982,4,0.601
201,41JKFfUdoSyZ3f5zmLy7TQ,"Groove Messengers,Dinah York",You and I,0.281,0.77,257079,0.504,0.303,11,0.116,-10.813,0,0.0453,90.004,4,0.638
202,3oLFzWx9spRsgviNTPMwOI,Nenei,No Tears Left to Cry,0.295,0.677,210696,0.361,0.0,0,0.0692,-9.738,1,0.0466,84.984,4,0.492
203,1C7C0RNdTZBCJLq4BQPHrA,The Cooltrane Quartet,Put Your Records On,0.595,0.65,206647,0.115,0.0,7,0.118,-18.102,1,0.0375,84.923,4,0.338
204,2Tjx2DINx4qil9xunhu5cO,"Brazil XXI,Luca Giacco",I Like You,0.418,0.817,242481,0.434,0.00133,0,0.096,-12.044,1,0.0353,107.973,4,0.553
205,61tniHTQazrRNGRrAbZRGu,"George White Group,Luca Giacco",Halo,0.446,0.597,268674,0.222,3.38e-06,2,0.107,-18.084,1,0.0341,120.038,4,0.317
206,01E1JjJ1WWKl7gxhplzIK6,Nenei,Just the Two of Us,0.363,0.715,211000,0.437,0.0,1,0.339,-12.187,1,0.0606,144.02,4,0.482
207,6MmUiXsyqAehKtQrTOp9JH,"Groove Da Praia,Luca Giacco",Standing Outside in the Rain,0.822,0.801,148183,0.552,0.239,2,0.355,-12.442,1,0.0301,119.968,4,0.786
208,3gyTNk6UpaHlIKSQlXexxD,"Stereo Dub,Karen Souza",Back Down South - Bossa Nova Mix,0.473,0.822,164889,0.478,0.597,2,0.113,-17.062,1,0.0549,130.038,4,0.582
209,1WfsnlcGlMLTL1WAJxD8Rv,"Spanish Flow,Sarah Menescal",At Last,0.00515,0.741,110303,0.6,0.817,0,0.109,-11.242,1,0.0642,99.022,4,0.507
210,0zPnJEuC38tzwUYSlBzLbc,Eve St. Jones,Would I Lie to You?,0.265,0.715,221589,0.534,0.0,4,0.384,-10.109,0,0.0309,80.006,4,0.674
211,0PYLjTrb7ChZTfWG9TFAPe,Stella Starlight Trio,Finally,0.843,0.669,219250,0.286,1.09e-05,11,0.242,-12.761,0,0.0285,87.881,4,0.454
212,4xNY4ODuyRuL3erXG1yAV9,Jazzystics,I've Been Thinking About You,0.754,0.574,232045,0.28,1.01e-05,9,0.199,-9.803,0,0.0351,134.578,3,0.226
213,7838W70tMmlrcyWOl5f94G,Luca Giacco,Hard Woman,0.408,0.862,234941,0.398,0.0779,3,0.111,-10.599,1,0.0325,108.002,4,0.609
214,120Xuxfa5OC4yaDTKJXsRA,Michelle Simonal,Reminiscing,0.702,0.864,198250,0.398,0.000102,7,0.114,-14.942,1,0.0488,99.979,4,0.238
215,0PhocXeV0UYspfP6zuiPD9,"Les Crossaders,Mandy Jones",Pink,0.0586,0.671,207190,0.595,0.00229,0,0.372,-11.435,1,0.0498,163.877,4,0.373
216,5dyVnHugwTjg5ygkcCxrRy,"The Cooltrane Quartet,Nenei",Fly Me to the Moon,0.0808,0.618,210000,0.404,3.62e-05,5,0.0999,-11.204,0,0.0256,100.042,4,0.241
217,0N73mFYOFbYX1FBoON6tOx,"Les Crossaders,Groovy Waters",Delicate,0.593,0.609,224005,0.153,1.13e-05,0,0.211,-18.69,1,0.038,75.138,4,0.234
218,6ae3eJZM5L3M57Gcy1yV1m,Michelle Simonal,Live to Tell,0.605,0.585,225174,0.254,0.00135,2,0.0918,-14.528,0,0.033,124.869,4,0.0712
219,2BQ7d1JGleZjwmCyAFVsAJ,Apollinare Rossi,Sexual Healing,0.0262,0.871,192750,0.258,0.0,3,0.107,-14.126,1,0.0676,140.023,4,0.578
220,5Pb2yyzIkYux2qIYwZ7Ocr,"Stereo Dub,Lila Liu,DJ Leao",Ocean Eyes - DJ Leao Bossa Nova Remix,0.441,0.788,157250,0.513,0.00916,11,0.103,-11.795,1,0.0369,139.978,4,0.456
221,2p2pVm5r4qsCGLPwPY6mfO,"The Cooltrane Quartet,Michelle Simonal,Francoise Sanders",Human,0.538,0.611,187116,0.212,0.00535,8,0.134,-14.242,1,0.0286,89.837,4,0.227
222,5GN5y83dv7phEa75ocydKa,"48th St. Collective,Nikki Ocean",Girls Like You,0.654,0.595,229094,0.239,0.0285,0,0.0907,-20.066,1,0.0353,89.972,4,0.141
223,6Gp576ma11crAf3Bs2rOo1,"Luca Giacco,Stereo Dub",Repetition,0.673,0.774,176250,0.513,0.161,10,0.115,-13.883,1,0.0373,120.006,4,0.449
224,5dCfDKQVVQYBjSGTSjWnD2,"Krister & Dalbani,Ronan",Eyes Without A Face - Ronan Remix,0.609,0.671,132244,0.615,1.08e-05,0,0.155,-10.578,1,0.0801,98.011,4,0.698
225,09GqLS45kyKf1K1rUyfOIV,Groove Da Praia,Cars and Girls,0.471,0.874,286875,0.476,0.000473,11,0.0834,-10.194,0,0.0435,125.414,4,0.886
226,3qeMQ8v7fXBoi51kVmkVz2,Cassandra Beck,The Tide is High,0.441,0.79,203000,0.421,0.00037,11,0.288,-13.685,1,0.062,130.042,4,0.523
227,5aC4ToGzIkqORbtMjH08Va,"BossArt Ensemble,Os Alquimistas,Natascha",When the World is Running Down,0.512,0.897,183000,0.412,0.000389,1,0.108,-12.288,0,0.0419,107.996,4,0.639
228,3z2jts2LU99UUETwWr5tjG,"48th St. Collective,Luca Giacco",Someday,0.855,0.677,184250,0.249,0.000635,2,0.112,-14.051,0,0.0304,99.992,4,0.546
229,6dPXG3UjtHel6Gj0X22lVA,Stella Starlight Trio,Don't You (Forget About Me),0.734,0.645,191840,0.294,0.0,3,0.16,-14.016,1,0.0367,119.766,4,0.176
230,6JwYbadkL3EMa5iEOZodID,"Jamie Lancaster,Ituana",All the Small Things,0.723,0.622,154908,0.188,0.000624,4,0.15,-14.93,0,0.0407,124.907,4,0.182
231,0XlS7U6zsgzylQNy28gVLF,Amazonics,Night Changes,0.86,0.817,176692,0.403,0.00416,8,0.163,-13.005,1,0.0547,116.011,4,0.504
232,6Xv1KKBqOxEk4BLWeqism5,"Nenei,Stella Starlight Trio",needy,0.402,0.702,198250,0.473,0.000156,1,0.105,-10.605,1,0.081,75.018,4,0.347
233,7pIo1QhDL6XNRv467z2gGs,Stella Starlight Trio,Sunrise,0.837,0.674,202263,0.193,0.000363,0,0.0963,-16.045,0,0.0321,95.038,4,0.373
234,37JRb6cexDkgxVPqcuFivc,Dinah Eastwood,I Ran (So Far Away),0.555,0.758,242486,0.432,0.0252,9,0.105,-12.843,0,0.031,120.005,4,0.313
235,3wwHmbLyjng4zuf1eJ93yO,The Cooltrane Quartet,Ain't Nobody (Loves Me Better),0.335,0.622,249153,0.25,0.0,7,0.0936,-14.563,1,0.0308,62.006,4,0.448
236,52VPad07PAiKVkcQ2KvfWI,George White Group,Gypsy Woman (She Is Homeless),0.301,0.735,160533,0.35,0.0,2,0.0886,-10.755,0,0.0335,124.908,4,0.404
237,6TIFmsfuwzlzB3bEJBGBXY,"Jazzystics,Julie Benson",Snow (Hey Oh),0.153,0.592,246203,0.259,2.88e-06,2,0.0744,-17.719,0,0.0305,74.993,4,0.264
238,5oRaFJf5Nhmr3lYKmIvzOo,Michelle Simonal,This Is What You Came For,0.539,0.88,184513,0.359,0.00887,9,0.0893,-12.848,0,0.04,112.983,4,0.792
239,2Vk7J4k4U1iHJeqWdgTTa0,Luca Giacco,Little Lies,0.243,0.783,120279,0.372,0.000249,1,0.114,-13.333,1,0.0308,110.056,4,0.684
240,2lMRebjS1GEHAKaA9XJ6Ub,"Sarah Menescal,Dataset",Time After Time - Dataset Remix,0.00607,0.687,212142,0.598,0.421,4,0.169,-9.597,0,0.0362,111.965,4,0.478
241,20ilaQzoMW2Ld45Kje0DgF,"Eve St. Jones,Ronan",Simple Song - Ronan Remix,0.0583,0.782,133440,0.578,0.407,10,0.131,-8.525,1,0.0329,124.973,4,0.741
242,1hAEAKwoHZIYLF0mVdLK1s,"Brazil XXI,Eve St. Jones,Wax Hero",Oops!...I Did It Again - Wax Hero Rework,0.0138,0.708,186000,0.656,0.07,11,0.0695,-7.224,0,0.0307,109.986,4,0.6
243,0jbTJfMySE2Z1HbC7mn5tv,Sarah Menescal,Can't Help Falling in Love,0.106,0.681,196309,0.49,0.774,11,0.117,-11.998,1,0.0438,126.006,4,0.15
244,0paKqp6k6BubOuj6mtaZyW,"Groove Da Praia,Ronan",Is This Love - Ronan Remix,0.111,0.788,166000,0.591,0.416,9,0.144,-9.074,1,0.0421,120.005,4,0.744
245,1avLn8sAKd8FHSU7MEheJv,Dinah Eastwood,Here I Go Again - DJ Leao Mix,0.783,0.845,154914,0.514,0.000125,7,0.2,-6.247,1,0.0476,109.948,4,0.849
246,7c6t0WqYyy5nJcROURGqYF,"Roger Beck,Ladies On Mars",Single Soon - Ladies On Mars Mix,0.107,0.738,153631,0.542,0.616,7,0.106,-11.868,1,0.101,113.955,4,0.292
247,09rXAnmwG3sdmY1DKJNGHS,Blue System,Rude,0.0959,0.771,133191,0.62,9.01e-05,1,0.0952,-5.034,1,0.0359,132.017,4,0.764
248,5EMXavHZ15rUAaJUd5mtYN,"Asonne,Ladies On Mars,Nikko Mad",Eyes Closed,0.295,0.866,152856,0.538,2.49e-06,11,0.0811,-9.519,0,0.169,120.13,4,0.511
249,2uzqLtPgBPLcJgO6MV3iYD,"Roger Beck,Nikko Mad",Up&Up - Nikko Mad Mix,0.396,0.836,110617,0.661,0.000145,0,0.265,-8.552,0,0.243,124.041,4,0.732
250,7BwRJ8UPL9rpMHKwxAWtRC,Lila Frascara,All the Good Girls Go to Hell,0.151,0.873,194549,0.329,0.352,8,0.199,-10.155,0,0.0794,100.011,4,0.452
251,23hZTb59H1qj09mfpbcNQi,Banda Do Sul,Back to You,0.212,0.819,182000,0.553,0.432,0,0.103,-11.316,1,0.0285,110.01,4,0.766
252,1isGvp20UKqhtmPAdaFaJ7,Ivette Moraes,One Of Your Girls,0.0903,0.648,186250,0.646,0.00794,5,0.094,-10.267,0,0.0462,178.35,4,0.779
253,4wfbU3wuGAERZQdjmpL1QU,Freedom Dub,Lullaby,0.0165,0.651,199744,0.453,0.0087,9,0.334,-11.823,1,0.0354,97.999,4,0.475
254,7iBrytcz94j4QBYT1tTb69,"Sarah Menescal,Leo Portela",I Love You Always Forever - Leo Portela Rework,0.17,0.761,140000,0.826,0.161,3,0.114,-10.672,1,0.0591,105.004,4,0.68
255,7yJLAJCz6RNOqf3h3HiwG9,"Groove Da Praia,Luca Giacco",Walking on the Chinese Wall,0.109,0.706,222500,0.739,0.318,4,0.12,-11.921,1,0.0723,160.011,4,0.506
256,6vLsby1xIWIPw6So6T1Oes,"Urban Love,Luca Giacco",Suedehead,0.00743,0.681,179000,0.623,0.16,6,0.113,-14.276,0,0.0497,159.946,4,0.82
257,2TskbKc3UjN1UYos1jQ7Sr,Groovy Waters,Jamming,0.668,0.78,165000,0.262,1.79e-06,4,0.0882,-12.206,0,0.0684,121.858,4,0.477
258,2O0wwN0eDJm2gKwRfheEgG,Luca Giacco,Drive,0.541,0.734,210212,0.574,8.88e-05,6,0.107,-10.137,1,0.0623,170.021,4,0.941
259,7yhCEcdSHMpEKKm3vTai82,Shelly Sony,2u,0.236,0.658,197413,0.511,0.000635,11,0.112,-13.099,1,0.0473,72.491,4,0.799
260,0q9XkXxVUeC5n61VtEZ2LJ,Mandy Jones,The Sign,0.381,0.779,187250,0.53,0.00216,4,0.178,-10.621,0,0.0354,121.986,4,0.424
261,5YExwVbOUJKzRrm5WCwPPc,Flora Martínez,Safe and Sound,0.344,0.765,209357,0.473,0.0128,10,0.0701,-12.491,0,0.0538,97.989,4,0.43
262,7C8dwKsnRIAn9syrr4Rbcz,ABC,High & Dry,0.067,0.571,264586,0.747,1.79e-05,4,0.101,-7.989,1,0.0267,95.997,4,0.602
263,1Axq8XXoiJu6HUMnBhqFLQ,"Vintage Reggae Soundsystem,Luca Giacco",The Right Thing,0.402,0.9,173919,0.431,0.371,9,0.118,-10.094,1,0.0372,107.025,4,0.618
264,7glz9Y5ErVSKfqgOBBhgik,"Os Alquimistas,The Molsbees",Destiny,0.163,0.789,167750,0.424,0.00302,0,0.113,-10.003,1,0.0402,138.019,4,0.675
265,6bDyP43kM9db8WGzbhJycW,Pinky Dread,Earned It,0.0756,0.796,169859,0.641,1.25e-05,5,0.118,-9.379,0,0.0656,159.993,4,0.668
266,7pA2jFEUIV2zN6RxCM20xY,"Groove Messengers,Ronan",I Feel You - Ronan Remix,0.0508,0.665,144545,0.708,0.337,9,0.294,-7.972,0,0.059,176.09,4,0.551
267,40FCQz529TRclRoc5sjIXx,"Banda Do Sul,Natalie Renoir",Watermelon Sugar,0.495,0.689,212833,0.243,0.00172,9,0.173,-16.599,0,0.0909,158.068,4,0.464
268,2cODlnejVW3p7TTC8f45gA,"Banda Do Sul,Natalie Renoir",Titanium,0.59,0.658,239041,0.389,0.749,9,0.108,-11.485,0,0.0281,100.01,4,0.208
269,3c1Ei3v1g2zeDWazp2B7PA,Amazonics,Precious,0.729,0.744,197668,0.342,0.0746,4,0.0954,-11.804,0,0.0297,105.004,4,0.373
270,5Eh2vc3xzJa9t2jZNUjCHo,Flora Martínez,The Scientist,0.705,0.752,266862,0.383,0.00314,10,0.229,-12.036,0,0.0328,98.973,4,0.502
271,3ffNqgxYUDLblC2aE7OyC8,"Wine Lovers,Nenei",I Drink Wine,0.299,0.811,200000,0.47,4.44e-06,6,0.127,-10.624,1,0.0313,115.965,4,0.658
272,2TdeiJueVglBMSEJIbNPDB,"Sao Vicente,Shelly Sony",Crush,0.371,0.685,150250,0.611,0.0434,1,0.165,-9.705,0,0.0362,155.959,4,0.699
273,5Y0vxsMkUOxgFNNyU8jo0j,Lila Frascara,Makeba,0.793,0.896,154076,0.574,0.438,0,0.121,-10.486,0,0.0733,116.005,4,0.606
274,5UcOMQv75CwJM7XKA9nSAw,"Spanish Flow,Pastora Andrades,Sarah Menescal",I Say a Little Prayer,0.695,0.761,149985,0.597,0.191,11,0.09,-9.826,1,0.0791,150.028,4,0.537
275,1dlvCR47icv2BCiBCSF204,"Beluga's Trio,Celso Mendes",It Ain't over Til' It's Over,0.521,0.734,242893,0.347,0.000824,0,0.163,-13.709,1,0.0682,75.068,4,0.636
276,3J7ps6cp1OwsrMO1idzKZw,"The Cooltrane Quartet,Lila Frascara",My Funny Valentine,0.721,0.764,163669,0.506,0.65,5,0.109,-11.658,0,0.0304,136.038,4,0.508
277,6ghkW1bQU5IbzoVMlrMU3w,Os Novos do Rio,Intoxicated,0.85,0.804,75424,0.698,0.945,7,0.097,-10.515,1,0.0906,155.917,4,0.971
278,7iXdGqqxKYfpC8sOtlHFuY,Michelle Simonal,The Happy Man,0.409,0.885,269000,0.364,0.00117,4,0.0779,-14.279,0,0.0504,109.999,4,0.662
279,28xiVJLGLwEHNFDzXKUIdY,"BossArt Ensemble,Marvin",Slave to Love,0.761,0.835,211191,0.378,0.162,2,0.0803,-13.51,0,0.0392,125.023,4,0.673
280,3WuXwwgwr9QrZH1Smg1WHZ,Corcovado Frequency,Tequila Sunrise,0.791,0.825,149250,0.232,0.525,11,0.106,-16.519,1,0.0402,104.991,4,0.496
281,4yzg6ey4VQQdWixgaaJYZ2,"Scubba,Ituana",In My Place,0.167,0.713,202373,0.471,0.609,8,0.175,-10.121,1,0.0378,141.989,4,0.662
282,5zawYf7jpkg2gREjEFGvwR,Jazzystics,Addicted to You,0.483,0.613,159750,0.254,0.0,9,0.127,-14.291,0,0.0327,136.01,4,0.285
283,0Jvu83fp3rfTl4sX02sJRF,Nikki Ocean,Perfect Strangers,0.712,0.723,207667,0.184,1.46e-06,10,0.109,-18.314,1,0.195,95.098,4,0.568
284,4bM2Yv7etnmQu01Yv0ueSv,"Spanish Flow,Acoustic System",I Got You (I Feel Good),0.49,0.821,109153,0.43,0.226,10,0.11,-10.779,0,0.117,150.027,4,0.587
285,4UHPXoemnRxMC8iF5TSPEs,Lizette,Missing You,0.306,0.696,209500,0.25,0.0,6,0.0896,-10.355,1,0.0272,85.0,4,0.365
286,6fvsszuxnH6DNYaDJwffKt,Lila Frascara,Nothing Compares 2 U,0.653,0.595,164884,0.336,0.0463,9,0.309,-12.191,1,0.0518,110.906,4,0.238
287,7tyLbz4NZRDkLwdXQBvap7,Urselle,Blue Monday,0.556,0.854,166934,0.317,0.207,6,0.247,-10.663,0,0.0512,109.042,4,0.771
288,7cM5FXCq88BH04QZRsC5ai,Francoise Sanders,"Hold on, We're Going Home",0.461,0.711,157750,0.402,0.0124,5,0.332,-13.886,1,0.0276,107.977,4,0.707
289,5UffJ6fz0ikQ0ze8bqRyHQ,Eve St. Jones,Everywhere,0.714,0.8,181000,0.302,0.00309,1,0.112,-10.92,1,0.0357,99.962,4,0.168
290,2MxMgCTzxnTwvjTiUILKn5,The Reggister's,I Can't Tell You Why,0.79,0.742,144135,0.475,0.0604,11,0.108,-10.842,0,0.0372,177.972,4,0.81
291,2k27fGyQBdgj6kx3mjUG0p,Sarah Menescal,Shout,0.478,0.592,244333,0.412,0.00324,0,0.11,-14.272,1,0.0403,85.496,4,0.419
292,5Muh4adRMJVh2jk6ivmAV7,"Stella Starlight Trio,Julie Benson",Cry Me a River,0.701,0.863,169423,0.436,0.54,11,0.105,-13.061,0,0.0536,128.041,4,0.475
293,0OxDkrlRhxOJUuWxRRuVH2,Lila Liu,Rent,0.847,0.917,159500,0.432,8.66e-05,9,0.195,-8.694,0,0.0421,115.027,4,0.756
294,7c72gHZPiafzGicFoWGCgM,Bristol Love,Good Thing,0.698,0.784,157750,0.462,0.146,2,0.0703,-8.673,1,0.0503,78.066,4,0.69
295,13r7H3DGlp34eGZRshv8nY,Pinky Dread,After the Love Has Gone,0.74,0.788,166268,0.613,1.33e-06,7,0.11,-7.096,1,0.0434,131.934,4,0.777
296,77ijMezKRPRjG4SfN8GZBK,"BossArt Ensemble,Marianne Pretty",The Lady in My Life,0.717,0.777,165000,0.499,0.562,9,0.154,-9.898,0,0.0467,146.007,4,0.602
