Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
4Ak9z5EEH4PRPw2IPoIM4T,"1V8oWdnA5lcwov8ehgy7n7","Show Me Love","Show Me Love","Shelly Sony",2023-07-21,145750,52,spotify:user:o0fbzeszsjwj57ln417mucadz,2024-08-16T20:04:18Z,"coverchill",0.802,0.384,7,-13.659,0,0.0411,0.793,0.0318,0.117,0.515,98.04,4
40wgKEnwsWeZbCq5flYt4k,"52H5cpCiEmMVg5ol4Xmb7w","Gold","Gold","United Rhythms Of Brazil",2024-05-10,170750,52,spotify:user:o0fbzeszsjwj57ln417mucadz,2024-08-16T20:04:18Z,"coverchill",0.627,0.354,8,-10.048,1,0.189,0.598,0.0282,0.108,0.502,131.996,4
36yZcEBifWqWVbWWHL5XfS,"0sx8Sk4ELh6zq5bKjWryVj,5CjitNvv0s1DcoYMKBzqOQ","Anti-Hero","Anti-Hero","Corcovado Frequency,Deise Costa",2023-07-21,198373,45,spotify:user:o0fbzeszsjwj57ln417mucadz,2024-08-16T20:04:18Z,"coverchill",0.802,0.368,8,-12.073,1,0.114,0.389,0.00866,0.106,0.361,87.277,4
5K14nzTk5slA3K90SKmw9q,"4KWmY9RioiBzILyhpJjQ3J,29c8c8UVfvvDTkco0Ndw4y","Dakota - Nikko Mad Remix","Dakota (Nikko Mad Remix)","Freedom Dub,Nikko Mad",2023-08-18,190906,49,spotify:user:o0fbzeszsjwj57ln417mucadz,2024-08-16T20:04:18Z,"coverchill,reggae cover",0.888,0.745,0,-9.144,1,0.075,0.04,0.00596,0.119,0.528,122.023,4
4xBEK0sYzNXrZqc1li0YZ8,"4gus7u7NSeJ3OGIhOnNgIr","Numb - Remix","Numb (Remix)","Ituana",2024-05-10,160000,48,spotify:user:o0fbzeszsjwj57ln417mucadz,2024-08-16T20:04:18Z,"coverchill,jazz cover",0.815,0.514,11,-7.677,0,0.0427,0.0188,0.3,0.0863,0.556,114.005,4
6ZkytfMRYWE6U0AJc2hDim,"4BoBwZFmzlSepZqWiok2Z9,40sTBkcCMNcveOK4XprOYk","Love Never Felt So Good - Leo Portela Remix","Love Never Felt So Good (Leo Portela Remix)","Anakelly,Leo Portela",2023-08-04,170357,47,spotify:user:o0fbzeszsjwj57ln417mucadz,2024-08-16T20:04:18Z,"bossa nova cover,coverchill,deep techno,house argentino",0.898,0.449,7,-10.899,0,0.0403,0.224,0.0183,0.0995,0.21,112.011,4
2F9UYOUH86we7KGX1gQ00w,"1mbrPxCCWDAO0UJ0p2gaHn","Sure Know Something","Sure Know Something","48th St. Collective",2018-08-31,185375,39,spotify:user:o0fbzeszsjwj57ln417mucadz,2024-08-16T20:04:18Z,"coverchill,jazz cover",0.913,0.516,4,-10.645,0,0.046,0.209,0.205,0.103,0.788,120.009,4
3EOTfzeN3ZWooDL5i4CX3d,"4DpQLwz0jhUU7wuT9phTlD","Adventure of a Lifetime","Vintage Café: Lounge and Jazz Blends (Special Selection), Vol. 12","Sarah Menescal",2018-05-11,235500,39,spotify:user:o0fbzeszsjwj57ln417mucadz,2024-08-16T20:04:18Z,"bossa nova cover,coverchill",0.689,0.496,0,-13.632,1,0.0433,0.743,0.0000242,0.0943,0.14,92.5,4
0aChcSAAQqNjoV4dl0hw4r,"7675AXKo73FqKM9RDrGbf7,6MVeEwYSJUvwwYfUVPeZ6Y","Feeling Good","Feeling Good","Nenei,Stella Starlight Trio",2022-06-03,178264,46,spotify:user:o0fbzeszsjwj57ln417mucadz,2024-08-16T20:04:18Z,"coverchill,jazz cover",0.554,0.412,5,-12.641,0,0.0778,0.0283,0,0.377,0.395,78.25,4
2NCLpp3XqZXNteWgyyk9AO,"4KWmY9RioiBzILyhpJjQ3J,506zjFvbbNJcjxY260lHDC","I'm Not in Love","Vintage Reggae Café, Vol. 14","Freedom Dub,Luca Giacco",2022-08-26,235000,39,spotify:user:o0fbzeszsjwj57ln417mucadz,2024-08-16T20:04:18Z,"coverchill,reggae cover,bossa nova cover",0.744,0.681,9,-6.322,1,0.0325,0.0841,0.00346,0.0794,0.782,143.963,4
4bKXnz3kB9zMjeCKpIUz2V,"0Y876qrI6O3kItxH3ycwaQ","Isn't She Lovely","From a Reggae Point of View","Pinky Dread",2023-01-06,139000,39,spotify:user:o0fbzeszsjwj57ln417mucadz,2024-08-16T20:04:18Z,"coverchill,reggae cover",0.576,0.373,5,-11.054,1,0.0518,0.493,0.00000142,0.167,0.372,118.406,4
4dl4xwL2tU43hQkLlmBkQ2,"33Vu3mpcuNfgWB9bknKI2W,4fJFwT6mtwBQTgsnPxh9fg","What a Wonderful World","What a Wonderful World","Spanish Flow,Pastora Andrades",2022-11-04,130328,48,spotify:user:o0fbzeszsjwj57ln417mucadz,2024-08-16T20:04:18Z,"coverchill",0.773,0.382,7,-12.016,1,0.0735,0.218,0.864,0.116,0.411,99.996,3
2zP4ttOChI6NJYfgN44NdT,"6GB5ciGInIXxCbTrqdgz1W","Hello","Vintage Bossa Nova Café","Amazonics",2017-08-25,270644,38,spotify:user:o0fbzeszsjwj57ln417mucadz,2024-08-16T20:04:18Z,"coverchill",0.756,0.55,3,-9.584,0,0.0331,0.497,0.0389,0.364,0.538,141.004,4
